Attribute ID,Accuracy,Size (%)
249,0.23684210526315788,6.2773722627737225
261,0.23743016759776536,28.821689259645467
42,0.23809523809523808,1.5432742440041711
296,0.24,1.7309697601668406
92,0.24305555555555555,12.24191866527633
293,0.24615384615384617,14.827945776850887
241,0.24778761061946902,34.68196037539103
13,0.25,0.5630865484880083
33,0.25,1.91866527632951
43,0.25,0.3753910323253389
84,0.25,0.6882168925964547
109,0.25,0.291970802919708
155,0.25,1.6892596454640252
157,0.25,1.397288842544317
168,0.25,3.253388946819604
200,0.25,1.3764337851929094
214,0.25,19.62460896767466
279,0.25,2.398331595411887
245,0.251088534107402,57.35140771637121
240,0.25316455696202533,18.936392075078206
164,0.2532981530343008,32.74244004171011
305,0.25384615384615383,33.38894681960375
294,0.2542372881355932,5.672575599582899
269,0.2546583850931677,25.526590198123046
27,0.2564102564102564,2.1689259645464025
105,0.2569444444444444,11.553701772679876
309,0.2573099415204678,28.383733055265903
55,0.2573189522342065,55.47445255474452
25,0.2608695652173913,5.02606882168926
85,0.2610619469026549,18.498435870698646
80,0.2619047619047619,3.5870698644421273
170,0.2631578947368421,1.1261730969760166
231,0.26582278481012656,6.9447340980187695
312,0.2658959537572254,28.508863399374345
108,0.26666666666666666,1.3347236704900938
78,0.26732673267326734,17.51824817518248
21,0.2681992337164751,43.128258602711156
270,0.2692307692307692,1.5641293013555788
194,0.2724358974358974,27.153284671532845
40,0.2727272727272727,2.7737226277372264
221,0.273542600896861,19.68717413972888
37,0.2737226277372263,23.420229405630867
260,0.27400468384074944,35.51616266944734
153,0.2777777777777778,5.046923879040667
237,0.2785388127853881,36.496350364963504
10,0.2786885245901639,4.859228362877998
132,0.27898550724637683,22.10636079249218
183,0.2807017543859649,5.109489051094891
179,0.28418230563002683,32.53388946819604
50,0.2857142857142857,2.9614181438998957
136,0.2857142857142857,0.8550573514077163
303,0.2857142857142857,0.4171011470281543
36,0.28633405639913234,39.16579770594369
61,0.2916666666666667,1.7309697601668406
291,0.2916666666666667,5.3806047966631905
59,0.29411764705882354,4.588112617309697
65,0.29545454545454547,6.965589155370178
1,0.2962962962962963,2.3566214807090717
22,0.2981366459627329,25.901981230448385
31,0.29914529914529914,9.468196037539103
224,0.3,1.91866527632951
91,0.30128205128205127,25.797705943691344
208,0.30303030303030304,2.7528675703858188
185,0.3076923076923077,2.0437956204379564
223,0.3076923076923077,2.5860271115745572
70,0.30973451327433627,28.550573514077165
20,0.3103448275862069,2.1689259645464025
116,0.3125,2.7528675703858188
121,0.3125,3.1282586027111576
148,0.3142857142857143,2.314911366006257
131,0.3157894736842105,1.8769551616266946
215,0.32,6.02711157455683
189,0.3235294117647059,7.820646506777893
46,0.32608695652173914,14.848800834202294
285,0.32894736842105265,5.3806047966631905
204,0.32934131736526945,14.202294056308654
255,0.3314285714285714,14.5985401459854
82,0.3333333333333333,1.167883211678832
112,0.3333333333333333,13.639207507820647
159,0.3333333333333333,8.383733055265902
163,0.3333333333333333,2.210636079249218
227,0.3333333333333333,0.4171011470281543
259,0.3333333333333333,3.5453597497393115
267,0.3333333333333333,0.5630865484880083
292,0.3333333333333333,4.212721584984359
16,0.34234234234234234,8.842544316996872
67,0.34782608695652173,1.5015641293013555
193,0.35,1.7518248175182483
98,0.35185185185185186,4.212721584984359
123,0.35294117647058826,1.5432742440041711
127,0.3541666666666667,11.05318039624609
288,0.36363636363636365,0.6256517205422315
3,0.3684210526315789,1.5432742440041711
18,0.375,1.8561001042752867
23,0.375,2.37747653806048
6,0.37777777777777777,4.171011470281543
38,0.3793103448275862,2.4817518248175183
99,0.38095238095238093,3.461939520333681
220,0.38095238095238093,1.9395203336809177
139,0.38461538461538464,1.1261730969760166
300,0.38613861386138615,7.0281543274244
226,0.38666666666666666,6.131386861313868
62,0.4,0.5630865484880083
178,0.4,1.4389989572471324
147,0.40540540540540543,3.7330552659019816
106,0.4074074074074074,2.940563086548488
196,0.4090909090909091,3.482794577685089
198,0.4090909090909091,2.18978102189781
93,0.4117647058823529,1.7518248175182483
9,0.41379310344827586,2.148070907194995
97,0.41379310344827586,4.066736183524505
72,0.42857142857142855,2.0855057351407713
53,0.4583333333333333,3.7330552659019816
166,0.475,4.171011470281543
211,0.4878048780487805,3.3368091762252345
119,0.4883720930232558,3.8790406673618354
307,0.49019607843137253,4.671532846715328
83,0.5,0.39624608967674657
134,0.5,3.9416058394160585
262,0.5,3.9207507820646503
272,0.5,0.16684045881126172
225,0.6666666666666666,1.2721584984358707
