Attribute ID,Accuracy,Size (%)
19,0.0,0.45881126173096975
34,0.0,0.39624608967674657
49,0.0,0.583941605839416
68,0.0,0.45881126173096975
89,0.0,0.5630865484880083
130,0.0,0.5213764337851928
138,0.0,0.145985401459854
142,0.0,0.18769551616266944
143,0.0,0.22940563086548488
162,0.0,0.39624608967674657
171,0.0,0.4171011470281543
172,0.0,0.9176225234619395
192,0.0,0.5005213764337852
207,0.0,0.39624608967674657
287,0.0,0.2502606882168926
206,0.07142857142857142,1.2095933263816476
268,0.07142857142857142,0.9801876955161626
48,0.07692307692307693,1.313868613138686
129,0.07692307692307693,0.8550573514077163
286,0.07692307692307693,0.43795620437956206
252,0.09090909090909091,0.8967674661105318
258,0.09090909090909091,0.5422314911366006
233,0.09836065573770492,4.629822732012514
114,0.1,1.1470281543274243
161,0.1,0.9176225234619395
234,0.10256410256410256,3.1074035453597495
149,0.10526315789473684,1.4598540145985401
190,0.10869565217391304,2.4817518248175183
63,0.1111111111111111,0.813347236704901
177,0.1111111111111111,0.3545359749739312
4,0.12,2.398331595411887
199,0.12149532710280374,8.696558915537016
14,0.125,1.0844629822732013
29,0.125,1.0844629822732013
115,0.125,0.4796663190823775
247,0.128,10.239833159541188
88,0.13333333333333333,0.9176225234619395
277,0.13333333333333333,3.0865484880083423
154,0.13478260869565217,17.434827945776853
128,0.13636363636363635,1.167883211678832
113,0.13793103448275862,1.835245046923879
57,0.1390728476821192,11.428571428571429
24,0.1415525114155251,18.227320125130344
94,0.14166666666666666,10.740354535974973
28,0.14285714285714285,0.6256517205422315
124,0.14285714285714285,0.4796663190823775
218,0.14285714285714285,3.628779979144943
274,0.1487603305785124,7.883211678832117
137,0.15151515151515152,3.295099061522419
169,0.15228426395939088,15.745568300312826
126,0.15306122448979592,15.78727841501564
158,0.15350877192982457,20.45881126173097
250,0.15460526315789475,25.088633993743482
107,0.1554054054054054,11.51199165797706
135,0.15625,14.640250260688218
295,0.1566265060240964,18.62356621480709
41,0.15748031496062992,10.239833159541188
235,0.16,4.025026068821689
103,0.16030534351145037,11.97080291970803
212,0.16080402010050251,17.434827945776853
11,0.1609907120743034,27.09071949947862
95,0.16129032258064516,3.149113660062565
256,0.16176470588235295,4.10844629822732
308,0.1643835616438356,12.387904066736183
280,0.1651376146788991,8.175182481751825
54,0.16585365853658537,18.97810218978102
35,0.16666666666666666,2.37747653806048
175,0.16666666666666666,2.314911366006257
201,0.16666666666666666,0.291970802919708
266,0.16666666666666666,0.43795620437956206
297,0.16666666666666666,0.6047966631908238
298,0.16666666666666666,1.6475495307612096
301,0.16666666666666666,2.064650677789364
299,0.16733067729083664,21.584984358706986
39,0.16847826086956522,17.017726798748697
73,0.16853932584269662,14.723670490093848
243,0.16891891891891891,13.534932221063608
60,0.16956521739130434,20.75078206465068
222,0.17216117216117216,24.02502606882169
104,0.17391304347826086,6.694473409801876
253,0.17391304347826086,1.3347236704900938
111,0.17467248908296942,18.415015641293014
263,0.17467248908296942,19.290928050052138
17,0.17543859649122806,3.9416058394160585
184,0.1762114537444934,16.99687174139729
145,0.17647058823529413,1.5849843587069863
182,0.17692307692307693,12.304483837330553
311,0.17725752508361203,24.29614181438999
197,0.1774193548387097,15.766423357664234
87,0.17777777777777778,2.0855057351407713
86,0.17857142857142858,3.962460896767466
203,0.18,16.746611053180395
246,0.18032786885245902,5.839416058394161
120,0.18055555555555555,17.768508863399372
81,0.18085106382978725,14.661105318039624
44,0.18181818181818182,1.18873826903024
110,0.18181818181818182,1.1470281543274243
122,0.18181818181818182,8.446298227320124
257,0.18181818181818182,2.0855057351407713
239,0.18229166666666666,16.579770594369133
133,0.18337408312958436,34.36913451511992
56,0.18518518518518517,6.02711157455683
228,0.18556701030927836,6.736183524504693
188,0.18571428571428572,23.983315954118876
202,0.1875,0.959332638164755
45,0.18777292576419213,18.706986444212724
7,0.18803418803418803,37.81021897810219
66,0.1896551724137931,3.1074035453597495
213,0.19005847953216373,27.069864442127216
26,0.19047619047619047,24.880083420229408
77,0.19047619047619047,7.778936392075078
167,0.1917808219178082,12.200208550573514
47,0.1935483870967742,2.18978102189781
160,0.1935483870967742,2.1063607924921794
238,0.1935483870967742,6.777893639207508
75,0.1958041958041958,10.552659019812305
117,0.19672131147540983,20.25026068821689
101,0.19786096256684493,15.59958289885297
90,0.2,1.3347236704900938
125,0.2,1.2721584984358707
144,0.2,0.291970802919708
186,0.2,0.6673618352450469
191,0.2,1.3555787278415017
217,0.2,5.464025026068821
248,0.2,14.494264859228362
282,0.2,0.22940563086548488
283,0.2,1.397288842544317
302,0.2,1.313868613138686
304,0.2,1.8769551616266946
100,0.20666666666666667,11.678832116788321
150,0.20681818181818182,35.6830031282586
141,0.20689655172413793,1.5849843587069863
205,0.20689655172413793,2.0855057351407713
58,0.2072072072072072,17.747653806047968
254,0.20728291316526612,29.1970802919708
242,0.20754716981132076,4.6089676746611055
140,0.20833333333333334,1.897810218978102
187,0.20833333333333334,1.2095933263816476
151,0.208955223880597,6.068821689259645
210,0.20995670995670995,37.05943691345151
290,0.21021611001964635,44.29614181438999
284,0.21341463414634146,27.403545359749735
195,0.2134387351778656,22.18978102189781
118,0.21363636363636362,35.72471324296142
306,0.21374045801526717,12.304483837330553
69,0.21428571428571427,1.4598540145985401
74,0.21428571428571427,3.6913451511991657
176,0.21428571428571427,0.9384775808133473
181,0.21428571428571427,1.4807090719499478
232,0.21428571428571427,3.0865484880083423
264,0.21428571428571427,1.3555787278415017
273,0.21428571428571427,1.981230448383733
30,0.2153392330383481,28.529718456725757
165,0.21710526315789475,13.847758081334725
15,0.21727019498607242,29.489051094890513
278,0.21787709497206703,15.53701772679875
230,0.21794871794871795,6.068821689259645
310,0.21794871794871795,7.966631908237748
229,0.22033898305084745,4.421272158498436
2,0.2206896551724138,13.764337851929092
52,0.22083333333333333,38.68613138686132
265,0.22115384615384615,7.758081334723671
51,0.2222222222222222,17.78936392075078
64,0.2222222222222222,24.045881126173096
156,0.2222222222222222,0.6465067778936393
251,0.2222222222222222,1.835245046923879
271,0.2222222222222222,0.20855057351407716
236,0.2231833910034602,48.6548488008342
180,0.22321428571428573,17.78936392075078
174,0.22388059701492538,5.964546402502607
5,0.22535211267605634,6.402502606882169
32,0.22580645161290322,3.9416058394160585
289,0.22727272727272727,7.111574556830032
102,0.22847682119205298,26.506777893639207
173,0.22924901185770752,19.749739311783106
209,0.23030303030303031,14.494264859228362
12,0.23076923076923078,1.835245046923879
79,0.23076923076923078,8.050052137643378
146,0.23076923076923078,83.83733055265901
281,0.23076923076923078,0.9801876955161626
219,0.23125,50.71949947862356
276,0.23255813953488372,3.1699687174139726
96,0.23423423423423423,9.217935349322211
8,0.2344213649851632,26.631908237747652
71,0.23493975903614459,15.72471324296142
152,0.23511904761904762,56.20437956204379
76,0.23545706371191136,29.84358706986444
244,0.23616236162361623,22.064650677789363
216,0.23655913978494625,8.279457768508863
275,0.23655913978494625,24.900938477580816
